,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
1792,SEA 37-1594,4022,87583,0,8,4022,1975.28,2000.4545454545455,2014.122807017544,6.5394736842105265,2012.0219298245613,578.3991228070175,654,0.3486238532110092,0.0015290519877675841,0.6085626911314985,0.01834862385321101,0.0002870189744118635,151928.74617737002,247391.496941896,0.8464912280701754,0.0,0.7324561403508771,0.8464912280701754,0.0,0.12280701754385964,0.34649122807017546,0.0,0.5,0.0,0.0,0.03070175438596491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9692982456140351,0.03070175438596491,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7641176470588236,2.908235294117647,0.02823529411764706,0.9364705882352942,0.0020484429065743947,0.38823529411764707,92.82352941176471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.856000737296448,0.11944465778253704,0.0,0.024554604921014925,0.8857594263131447,0.0,0.09553518725354879,0.01870538643330649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453834115805947
1793,SEA 37-1596,0,0,0,0,0,1951.0688524590164,1986.6,0.0,0.0,0.0,0.0,305,0.0,0.0,0.9934426229508196,0.003278688524590164,0.00012397643228346297,265529.18032786885,398234.4262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5918032786885246,3.2426229508196722,0.003278688524590164,0.9934426229508196,0.1515184090298307,1.4491803278688524,200.2295081967213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9482010206715458,0.05179897932845422,0.0,0.0,0.8788762450993742,0.0,0.06620463427968677,0.05491912062093901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09002433090024332
1794,SEA 37-1607,0,0,0,0,0,1955.82131661442,1991.142857142857,1990.6451612903227,2.129032258064516,1970.2903225806451,893.9354838709677,350,0.08857142857142856,0.0,0.8514285714285714,0.025714285714285714,0.00012644915244745946,221528.0,280060.60285714286,0.0,0.0,0.12903225806451613,0.0,0.0,0.8709677419354839,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7419354838709677,0.25806451612903225,0.0,0.0,0.0,0.0,0.7419354838709677,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7311912225705328,3.2664576802507836,0.02821316614420063,0.9341692789968652,0.031151423433338904,0.8463949843260188,154.89028213166145,0.0,0.0,0.9444458293637331,0.0,0.0,0.055554170636266845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.783715589121182,0.14523407725176135,0.015659101755800674,0.055391231871255976,0.9098254965567896,0.0,0.06678610692323561,0.023388396519974812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08673469387755105
1795,SEA 37-1608,52390,29141,34970,78,52260,1956.568281938326,1994.6923076923076,2002.591836734694,3.7142857142857144,1987.6258503401361,604.8605442176871,522,0.5632183908045977,0.0019157088122605363,0.3735632183908046,0.02681992337164751,0.0003057923037583749,171194.2528735632,229193.10344827586,0.6904761904761905,0.07482993197278912,0.4217687074829932,0.30952380952380953,0.0,0.391156462585034,0.023809523809523808,0.0,0.4217687074829932,0.0,0.0,0.16326530612244897,0.0,0.0,0.0,0.4217687074829932,0.0,0.5782312925170068,0.0,0.0,0.9863945578231292,0.013605442176870748,0.0,0.0,0.0,0.013605442176870748,0.9863945578231292,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,47.25,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.6651982378854626,2.8193832599118944,0.06167400881057269,0.8590308370044053,0.02707213413805818,0.4713656387665198,100.73568281938326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9965952780278857,0.0034047219721143195,0.0,0.0,0.933013325397574,0.019276631316998246,0.038852025229622486,0.008858018055805338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036290322580645136
1796,SEA 37-1609,25896,8788,18109,26,25571,1942.207100591716,1993.75,1995.948275862069,2.839080459770115,1975.057471264368,644.0057471264367,344,0.5058139534883721,0.0029069767441860465,0.39825581395348836,0.040697674418604654,0.0003496578130733397,171621.22093023255,187140.2034883721,0.28735632183908044,0.0,0.0,0.5229885057471264,0.0,0.7873563218390804,0.21264367816091953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7126436781609196,0.28735632183908044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.6479289940828403,2.769230769230769,0.08284023668639054,0.8106508875739645,0.021707923392038093,0.5029585798816568,86.09467455621302,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9954178563333296,0.004582143666670394,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99535890239973,0.0046410976002699686,0.0,0.0,0.943280217194423,0.023093678816936854,0.03362610398864019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598290598290598
1797,SEA 37-1610,0,0,0,0,0,1937.607594936709,2002.0,0.0,0.0,0.0,0.0,158,0.0,0.0,1.0,0.0,0.00017855508254782283,262661.39240506326,336731.0126582279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.634493670886076,3.1835443037974684,0.0,1.0,0.03444960743470597,0.8860759493670886,142.27848101265823,0.0,0.0,0.9854952247816373,0.0,0.0,0.014504775218362695,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9943043188858163,0.005695681114183715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052238805970149335
1798,SEA 37-1611,0,0,0,0,0,1946.5052631578947,1999.75,0.0,0.0,0.0,0.0,190,0.0,0.0,0.9894736842105263,0.005263157894736842,0.0001737026923003082,278281.5789473684,337627.8947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6986842105263158,3.031578947368421,0.005263157894736842,0.9894736842105263,0.03642659279778394,0.8210526315789474,143.42105263157896,0.0,0.0,0.8824307040535809,0.040180175403150234,0.0,0.06422428491629815,0.013164835626970725,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8732427458555909,0.10701000070395301,0.0,0.019747253440456088,0.8825724088815101,0.0,0.0,0.11742759111848992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05928853754940714
1799,SEA 37-1612,0,0,0,0,0,1949.5761589403974,1994.578947368421,1985.0,2.0,1912.0,684.0,155,0.025806451612903226,0.0,0.9741935483870968,0.0,0.00013265607415046622,382694.1935483871,425206.4516129032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9470198675496688,3.185430463576159,0.0,1.0,0.1476689618876365,1.271523178807947,165.76158940397352,0.0,0.0,0.3083594722855786,0.2886373653647828,0.0,0.2647601278633386,0.13824303448630004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.28072250488901823,0.3667195864553869,0.0,0.3525579086555949,0.9604470937621691,0.0,0.0,0.03955290623783095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08403361344537806
1800,SEA 37-1613,0,0,0,0,0,1955.5868263473053,1993.095238095238,0.0,0.0,0.0,0.0,167,0.0,0.0,0.9880239520958084,0.005988023952095809,0.00010847804651174876,443802.39520958083,521718.5628742515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1407185628742513,3.4910179640718564,0.005988023952095809,0.9880239520958084,0.15346552404173688,1.6706586826347305,282.7544910179641,0.0,0.0,0.3775126958288567,0.1554639807415741,0.05886395553829145,0.23432102486420758,0.17383834302707016,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3329548510473003,0.3234120307999704,0.09649154715677091,0.24714157099595838,0.7379410736858242,0.0,0.0,0.2620589263141758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545454545454549
1801,SEA 37-1614,0,0,0,0,0,1944.956204379562,1997.2727272727273,1992.857142857143,2.0,1955.392857142857,621.3928571428571,165,0.1696969696969697,0.0,0.8303030303030303,0.0,0.00014592046185152725,305072.7272727273,326085.45454545453,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9124087591240877,3.3576642335766422,0.0,1.0,0.13026799509830037,1.2262773722627738,164.3065693430657,0.0,0.0,0.7850282068674591,0.09325113442104509,0.0,0.10805454418427367,0.013666114527222125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6674428456081921,0.250979656918885,0.0,0.08157749747292291,0.7783114437901115,0.0,0.0,0.22168855620988845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05286343612334804
1802,SEA 37-1615,24048,8563,7800,24,24036,1940.3602484472049,1993.6666666666667,1988.0,2.0,1957.4782608695652,625.6086956521739,185,0.12432432432432433,0.005405405405405406,0.8432432432432433,0.010810810810810811,0.00023161595320606558,229769.72972972973,298946.4864864865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,12.0,0.0,14.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.576086956521739,2.8447204968944098,0.012422360248447204,0.968944099378882,0.06326916399830254,0.6770186335403726,123.7888198757764,0.0,0.0,0.9649446124877307,0.0,0.0,0.03505538751226939,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9667324372508563,0.03326756274914365,0.0,0.0,0.8698819134232086,0.0,0.0,0.13011808657679133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05723905723905728
1803,SEA 37-1616,0,0,0,0,0,1939.264705882353,2003.2,0.0,0.0,0.0,0.0,204,0.0,0.0,0.9705882352941176,0.014705882352941176,0.00019385738178500836,240598.03921568627,291282.35294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5698529411764706,2.9607843137254903,0.014705882352941176,0.9705882352941176,0.03022875816993464,0.5098039215686274,107.84313725490196,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9934297552075414,0.006570244792458568,0.0,0.0,0.8204310475900867,0.0,0.0,0.17956895240991333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069204152249135
1804,SEA 37-1617,77493,16804,37869,78,76518,1930.531914893617,1992.7142857142858,1976.148148148148,2.1481481481481484,1972.5925925925926,434.962962962963,277,0.48736462093862815,0.0036101083032490976,0.47653429602888087,0.01444043321299639,0.0002300116168322003,214927.43682310468,161538.9891696751,0.8888888888888888,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,39.0,23.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.4539007092198581,2.74468085106383,0.028368794326241134,0.9361702127659575,0.05105376993108998,0.48936170212765956,70.1418439716312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9874249244573761,0.0024911005433090284,0.010083974999314948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604838709677419
1805,SEA 37-1618,0,0,0,0,0,1930.912037037037,1993.111111111111,1980.0,2.0,1904.0,625.0,224,0.03571428571428571,0.0,0.9375,0.013392857142857142,0.00016579390485354256,237052.23214285713,339300.4464285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439814814814814,2.986111111111111,0.013888888888888888,0.9722222222222222,0.018647119341563784,0.375,69.53703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8549532779453398,0.0,0.0,0.14504672205466018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07167235494880544
1806,SEA 37-1619,0,0,0,0,0,1952.2992957746478,1990.8,0.0,0.0,0.0,0.0,284,0.0,0.0,0.9471830985915493,0.02112676056338028,0.00019000646289588582,197392.95774647887,324306.661971831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6408450704225352,3.007042253521127,0.02112676056338028,0.9471830985915493,0.006980261852806983,0.5211267605633803,102.89788732394366,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9982772301339545,0.0017227698660454436,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9948296832913401,0.0010356690301508143,0.0,0.004134647678509065,0.8387621212749701,0.0,0.015118225500205393,0.14611965322482448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047353760445682444
1807,SEA 37-1620,0,0,0,0,0,1970.7619047619048,1996.888888888889,2004.7333333333333,3.466666666666667,1991.9333333333334,773.8,303,0.09900990099009901,0.0,0.8415841584158416,0.026402640264026403,0.00016558155191992628,297666.6666666667,220076.23762376237,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6053113553113554,2.7948717948717947,0.029304029304029304,0.9340659340659341,0.010599900709790819,0.358974358974359,121.22344322344323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8804911050464667,0.0,0.03810397647102541,0.08140491848250792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11231884057971023
1808,SEA 37-1621,0,0,0,0,0,1966.4545454545455,1986.8,0.0,0.0,0.0,0.0,198,0.0,0.0,0.9797979797979798,0.010101010101010102,8.490882807377462e-05,194419.19191919192,353311.61616161617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8838383838383839,3.590909090909091,0.010101010101010102,0.9797979797979798,0.046270788695031116,1.2272727272727273,245.3838383838384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9251644465295232,0.0714048937503243,0.0,0.00343065972015251,0.9664044070254765,0.0,0.0,0.03359559297452349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747
