,name,c-EffYr,c-Footage,c-LandPerUnit,c-NbrStories,c-YrBuilt,r-YrBuilt,r-YrRenovated,a-effyrtot,a-nstoriestot,a-yrbuilttot,a-unitsftotal,HU,aptshare,condoshare,dsfshare,duptripshare,HUDensity,LandValHU,ImpValHU,a-Elevators_Y,a-Fireplace_Y,a-Laundry_PRIVATE,a-SectySystem_Y,a-BldgQuality_0,a-BldgQuality_AVERAGE,a-BldgQuality_AVERAGEGOOD,a-BldgQuality_EXCELLENT,a-BldgQuality_GOOD,a-BldgQuality_GOODEXCELLENT,a-BldgQuality_LOWAVERAGE,a-BldgQuality_LOWCOST,a-ConstrClass_0,a-ConstrClass_MASONRY,a-ConstrClass_PREFABSTEEL,a-ConstrClass_REINFORCEDCONCRETE,a-ConstrClass_STRUCTURALSTEEL,a-ConstrClass_WOODFRAME,a-ProjectAppeal_0,a-ProjectAppeal_ABOVEAVERAGE,a-ProjectAppeal_AVERAGE,a-ProjectAppeal_BELOWAVERAGE,a-ProjectAppeal_EXCELLENT,a-ProjectAppeal_SUBSTANDARD,a-ProjectLocation_0,a-ProjectLocation_ABOVEAVERAGE,a-ProjectLocation_AVERAGE,a-ProjectLocation_BELOWAVERAGE,a-ProjectLocation_EXCELLENT,a-ProjectLocation_SUBSTANDARD,c-Elevators_Y,c-Fireplace_Y,c-Laundry_PRIVATE,c-SectySystem_Y,c-AptConversion_ ,c-AptConversion_0,c-AptConversion_N,c-AptConversion_Y,c-bath,c-BldgQuality_0,c-BldgQuality_1,c-BldgQuality_AVERAGE,c-BldgQuality_AVERAGEGOOD,c-BldgQuality_EXCELLENT,c-BldgQuality_GOOD,c-BldgQuality_GOODEXCELLENT,c-BldgQuality_LOWAVERAGE,c-BldgQuality_LOWCOST,c-ConstrClass_0,c-ConstrClass_MASONRY,c-ConstrClass_PREFABSTEEL,c-ConstrClass_REINFORCEDCONCRETE,c-ConstrClass_STRUCTURALSTEEL,c-ConstrClass_WOODFRAME,c-ProjectAppeal_0,c-ProjectAppeal_ABOVEAVERAGE,c-ProjectAppeal_AVERAGE,c-ProjectAppeal_BELOWAVERAGE,c-ProjectAppeal_EXCELLENT,c-ProjectAppeal_SUBSTANDARD,c-ProjectLocation_0,c-ProjectLocation_ABOVEAVERAGE,c-ProjectLocation_AVERAGE,c-ProjectLocation_BELOWAVERAGE,c-ProjectLocation_EXCELLENT,c-ProjectLocation_SUBSTANDARD,r-bath,r-Bedrooms,r-DupTrip,r-DSF,r-BrickStone,r-fp,r-garage,p-AdjacentGolfFairway_Y,p-WfntFootage,p-LakeWashington_0,p-LakeWashington_AVERAGE,p-LakeWashington_EXCELLENT,p-LakeWashington_FAIR,p-LakeWashington_GOOD,p-MtRainier_0,p-MtRainier_AVERAGE,p-MtRainier_EXCELLENT,p-MtRainier_GOOD,p-Olympics_0,p-Olympics_AVERAGE,p-Olympics_EXCELLENT,p-Olympics_GOOD,p-OtherView_0,p-OtherView_AVERAGE,p-OtherView_EXCELLENT,p-OtherView_GOOD,p-SeattleSkyline_0,p-SeattleSkyline_AVERAGE,p-SeattleSkyline_EXCELLENT,p-SeattleSkyline_GOOD,p-SmallLakeRiverCreek_0,p-SmallLakeRiverCreek_AVERAGE,p-SmallLakeRiverCreek_EXCELLENT,p-SmallLakeRiverCreek_GOOD,p-Territorial_0,p-Territorial_AVERAGE,p-Territorial_EXCELLENT,p-Territorial_GOOD,p-TrafficNoise_0,p-TrafficNoise_EXTREME,p-TrafficNoise_HIGH,p-TrafficNoise_MODERATE,p-WfntLocation_0,p-WfntLocation_DUWAMISH,p-WfntLocation_ELLIOTTBAY,p-WfntLocation_LAKESAMM,p-WfntLocation_LAKEUNION,p-WfntLocation_LAKEWASH,p-WfntLocation_OTHERLAKE,p-WfntLocation_PUGETSOUND,p-WfntLocation_RIVERSLOUGH,p-WfntLocation_SHIPCANAL,trumpmed,trump
17,AUB 30-2702,170942,95101,303586,172,170942,1991.1666666666667,0.0,1995.4,1.9555555555555555,1975.8444444444444,979.0222222222222,153,0.5882352941176471,0.0196078431372549,0.032679738562091505,0.17647058823529413,3.162000442680062e-05,103485.62091503268,183352.28758169935,0.0,0.044444444444444446,0.9555555555555556,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,18.0,28.666666666666668,10.666666666666666,0.0,0.0,20.666666666666668,8.0,54.5,0.0,0.0,20.666666666666668,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,0.0,10.666666666666666,18.0,0.0,0.0,0.0,0.0,0.0,28.666666666666668,0.0,0.0,0.0,1.9083333333333334,2.816666666666667,0.45,0.08333333333333333,0.3527777777777778,0.26666666666666666,200.93333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3529411764705883
18,AUB 30-2703,97945,50879,143018,97,97145,1979.0,0.0,2000.769696969697,2.0,1987.1454545454546,944.0848484848485,188,0.8776595744680851,0.015957446808510637,0.06382978723404255,0.02127659574468085,4.382767610508105e-05,72570.21276595745,174444.68085106384,0.0,0.8666666666666667,0.7636363636363637,0.07272727272727272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4121212121212121,0.0,0.5878787878787879,0.0,0.0,0.0,0.4121212121212121,0.0,0.5878787878787879,0.0,0.0,0.0,0.0,16.0,16.0,3.0,0.0,0.0,2.6666666666666665,13.666666666666666,26.666666666666668,0.0,0.0,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,0.0,0.0,3.0,13.333333333333334,0.0,0.0,0.0,2.6666666666666665,13.666666666666666,0.0,0.0,0.0,1.8875,3.2,0.2,0.6,0.15,0.45,323.0,0.0,0.0006422619556888207,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8998987534056785,0.0,0.0,0.10010124659432147,1.0,0.0,0.0,0.0,0.9911652263757752,0.0,0.008834773624224768,0.0,0.8998987534056785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10010124659432147,0.0,1.0,0.38095238095238065
19,AUB 30-3476,72014,36960,109444,66,71798,1954.6829268292684,1974.5,1992.9712918660287,1.576555023923445,1971.3086124401914,632.9569377990431,463,0.9028077753779697,0.008639308855291577,0.07991360691144708,0.004319654427645789,0.00011265316450768377,52142.116630669545,105416.41468682505,0.0,0.11483253588516747,0.2894736842105263,0.16267942583732056,0.0,0.6746411483253588,0.019138755980861243,0.0,0.0,0.0,0.3062200956937799,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30861244019138756,0.0,0.6818181818181818,0.009569377990430622,0.0,0.0,0.30861244019138756,0.0,0.6435406698564593,0.04784688995215311,0.0,0.0,0.0,0.5,7.5,0.0,0.0,0.0,7.5,1.5,15.25,0.0,0.0,1.5,3.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.5,1.5,0.0,0.0,0.0,1.5,7.5,0.0,0.0,0.0,1.103658536585366,2.707317073170732,0.04878048780487805,0.9024390243902439,0.08923259964306961,0.8048780487804879,141.46341463414635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9301109986471888,0.0,0.03454656493007231,0.035342436422738904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2804878048780489
20,AUB 31-0042,0,0,0,0,0,1977.9871794871794,2000.142857142857,1996.0,2.0,1979.0,839.0,332,0.060240963855421686,0.0,0.8765060240963856,0.030120481927710843,1.3832410019964501e-05,108051.80722891567,249190.06024096385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9431089743589745,3.25,0.03205128205128205,0.9326923076923077,0.002619575936883629,1.0256410256410255,410.2724358974359,0.0,0.00010424304177696139,1.0,0.0,0.0,0.0,0.0,0.9913383281665948,0.00866167183340512,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9836984631275862,0.012566911158680158,0.0,0.0037346257137336083,0.9682814088826237,0.019515572335546603,0.0,0.012203018781829646,0.9022166520384765,0.0,0.09653988929572284,0.0012434586658007245,0.8766622327959609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12333776720403913,0.0,1.0,0.4850299401197605
21,AUB 31-0047,63994,45974,147982,64,63376,1949.5340599455042,1987.6666666666667,1994.5882352941176,1.6862745098039216,1966.764705882353,762.4705882352941,421,0.12114014251781473,0.007125890736342043,0.7553444180522565,0.05463182897862233,0.00011086325609859825,73292.16152019003,181413.53919239904,0.0,0.1568627450980392,0.39215686274509803,0.0,0.0,0.5490196078431373,0.45098039215686275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8431372549019608,0.1568627450980392,0.0,0.0,0.0,10.666666666666666,10.666666666666666,0.0,0.0,0.0,10.666666666666666,0.0,17.0,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,0.0,10.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,8.666666666666666,0.0,0.0,1.374659400544959,2.7438692098092643,0.06267029972752043,0.8664850136239782,0.020848027678578056,0.779291553133515,144.82288828337875,0.0,0.0001658998844230805,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.783243901006749,0.0,0.08170569307836716,0.13505040591488388,0.9588541953315772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04114580466842275,0.0,1.0,0.4488188976377952
22,AUB 31-0048,54058,38017,124099,54,53959,1978.2100840336134,1982.0,2000.5,2.0,1981.0,1028.0,129,0.06201550387596899,0.015503875968992248,0.4806201550387597,0.1937984496124031,5.475375031356072e-05,85494.57364341085,195542.63565891472,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.5,13.5,8.0,0.0,0.0,8.0,5.5,33.75,0.0,0.0,5.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,8.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,8.0,0.0,0.0,1.5252100840336134,2.53781512605042,0.21008403361344538,0.5210084033613446,0.00353082409434362,0.33613445378151263,260.0840336134454,0.0,0.0002758909899520501,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5619840042648503,0.1368516933127844,0.2788595770039342,0.02230472541843113,0.8295320506807504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704679493192496,0.0,1.0,0.39333333333333353
23,AUB 31-0049,0,0,0,0,0,1939.1928934010152,1991.2916666666667,1984.0,2.0,1958.0,479.0,409,0.03667481662591687,0.0,0.7921760391198044,0.08312958435207823,0.00013186287421732614,75022.00488997555,172034.96332518337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20748730964467,2.545685279187817,0.08629441624365482,0.8223350253807107,0.005668788167693061,0.39086294416243655,49.3502538071066,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6319971551149093,0.29389687678429977,0.06779395990659337,0.0063120081941975825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3154362416107384
24,AUB 31-0050,0,0,0,0,0,1951.8566552901025,1983.0,1992.6097560975609,1.7560975609756098,1967.878048780488,626.2073170731708,375,0.21866666666666668,0.0,0.7146666666666667,0.032,0.00010394160422086067,79948.26666666666,187879.2,0.0,0.0,0.0,0.0,0.0,0.6585365853658537,0.24390243902439024,0.0,0.0,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5487804878048781,0.14634146341463414,0.3048780487804878,0.0,0.0,0.0,0.5487804878048781,0.0,0.45121951219512196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3890784982935154,2.750853242320819,0.040955631399317405,0.9146757679180887,0.017845286491397685,0.6757679180887372,210.37542662116041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8581549117951547,0.004996957975716469,0.015292443168195531,0.12155568706093334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4361702127659573
25,AUB 31-0051,6000,3080,9816,3,6000,1996.5294117647059,0.0,2001.75,2.0277777777777777,1987.2222222222222,929.9791666666666,323,0.891640866873065,0.0030959752321981426,0.08668730650154799,0.009287925696594427,2.7089636251602837e-05,58639.0092879257,164966.87306501548,0.0,0.5069444444444444,0.7326388888888888,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2847222222222222,0.0,0.7152777777777778,0.0,0.0,0.0,0.2847222222222222,0.0,0.7152777777777778,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,7.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.411764705882353,3.6176470588235294,0.08823529411764706,0.8235294117647058,0.07785467128027682,0.7647058823529411,379.1764705882353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9905125887552514,0.0024112292329213055,0.0,0.007076182011827352,0.9941138329998568,0.0,0.0058861670001431644,0.0,0.9752529882678391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024747011732160824,0.0,1.0,0.3774834437086091
26,AUB 31-0054,3996,2800,7226,4,3996,1974.544502617801,1990.2857142857142,1995.6852248394005,1.9828693790149894,1973.6852248394005,711.2055674518201,659,0.708649468892261,0.0015174506828528073,0.26251896813353565,0.012139605462822459,0.00026893118422357447,28744.764795144158,119498.02731411229,0.0,0.059957173447537475,0.11991434689507495,0.33832976445396146,0.0,0.6359743040685225,0.23554603854389722,0.0,0.0,0.0,0.1284796573875803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37259100642398285,0.0,0.6274089935760171,0.0,0.0,0.0,0.37259100642398285,0.0,0.6274089935760171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.7696335078534031,3.2094240837696337,0.041884816753926704,0.9057591623036649,0.00043858446862750475,0.9214659685863874,370.18848167539267,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9296171587073511,0.0,0.0,0.07038284129264896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40229885057471265
27,AUB 31-0058,0,0,0,0,0,1966.4705882352941,2013.0,0.0,0.0,0.0,0.0,170,0.0,0.0,1.0,0.0,9.029877740767083e-05,104992.35294117648,228100.58823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7264705882352942,3.511764705882353,0.0,1.0,0.0,1.1176470588235294,460.88823529411764,0.0,0.0004653042882889391,1.0,0.0,0.0,0.0,0.0,0.8402678367971768,0.06065156410761702,0.0,0.09908059909520625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8379599062804924,0.07383518560913696,0.0,0.0882049081103706,1.0,0.0,0.0,0.0,0.8626736193184142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13732638068158579,0.0,1.0,0.4123222748815168
28,AUB 31-0062,0,0,0,0,0,1981.1573333333333,2004.0,0.0,0.0,0.0,0.0,375,0.0,0.0,1.0,0.0,3.832880286883424e-05,94552.8,243356.53333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9086666666666667,3.3946666666666667,0.0,1.0,0.0007111111111111111,1.0106666666666666,421.83733333333333,0.0,0.00011692840128519031,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9850284629690104,0.014971537030989603,0.0,0.0,1.0,0.0,0.0,0.0,0.9862480343712262,0.0,0.0,0.01375196562877379,0.9850284629690104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014971537030989603,0.0,1.0,0.3879668049792531
29,AUB 31-0063,0,0,0,0,0,1962.6815286624203,0.0,2014.142857142857,3.8142857142857145,2012.5928571428572,644.4428571428572,297,0.4713804713804714,0.0,0.5286195286195287,0.0,0.0001326810962943108,60764.98316498317,159298.6531986532,0.9071428571428571,0.06428571428571428,0.0,0.9071428571428571,0.0,0.09285714285714286,0.0,0.0,0.9071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09285714285714286,0.0,0.9071428571428571,0.0,0.0,0.0,0.09285714285714286,0.0,0.9071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5971337579617835,3.229299363057325,0.0,1.0,0.022272708832001296,1.0955414012738853,346.4331210191083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8070513078246108,0.0,0.0,0.1929486921753892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44117647058823545
30,AUB 31-0064,118740,60900,370260,60,118740,1972.4875,0.0,2003.388379204893,2.1192660550458715,1987.223241590214,784.7125382262997,408,0.8014705882352942,0.0024509803921568627,0.19607843137254902,0.0,1.883776441722675e-05,65330.882352941175,139406.1274509804,0.0,0.0,0.4617737003058104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4617737003058104,0.0,0.5382262996941896,0.0,0.0,0.0,0.4617737003058104,0.0,0.28440366972477066,0.25382262996941896,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.640625,3.5125,0.0,1.0,0.00859375,1.2375,370.425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9169043126060519,0.0,0.08309568739394813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3608695652173912
31,AUB 31-0065,132593,60995,146462,134,132593,1972.6904761904761,0.0,1997.0,2.0,1966.0,640.0,306,0.7222222222222222,0.0032679738562091504,0.27450980392156865,0.0,0.00010387233343426374,31474.83660130719,132510.13071895426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,67.0,0.0,101.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,1.7232142857142858,2.869047619047619,0.0,1.0,0.0,1.0714285714285714,439.04761904761904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7979706876348474,0.20202931236515267,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6828798027376131,0.11509088489723428,0.0,0.20202931236515267,0.9830440296491016,0.009807788659856806,0.0,0.0071481816910415885,0.9260432380468743,0.0,0.07395676195312574,0.0,0.6828798027376131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31712019726238694,0.0,1.0,0.3367346938775506
32,AUB 31-0069,0,0,0,0,0,1969.4131736526947,1991.0,2003.7777777777778,1.8888888888888888,1993.2222222222222,995.6666666666666,212,0.21226415094339623,0.0,0.7877358490566038,0.0,4.5621930203611535e-05,85871.69811320755,201732.54716981133,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.841317365269461,3.341317365269461,0.0,1.0,0.009501954175481372,1.311377245508982,497.54491017964074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9559709637934033,0.04402903620659676,0.0,0.0,0.8765980587438302,0.06263977096069455,0.05062635467005015,0.010135815625425015,0.7889600524049644,0.19496768590075766,0.016072261694277976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4587155963302756
33,AUB 31-0070,37869,20006,84280,33,37797,1969.246537396122,2002.5,1995.391304347826,1.8608695652173912,1972.408695652174,794.2782608695652,594,0.3872053872053872,0.005050505050505051,0.5370370370370371,0.03535353535353535,0.00012660853047354362,53693.77104377104,156082.65993265994,0.0,0.20869565217391303,0.20869565217391303,0.0,0.0,0.8434782608695652,0.0,0.0,0.0,0.0,0.1565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5304347826086957,0.0,0.46956521739130436,0.0,0.0,0.0,0.5304347826086957,0.0,0.017391304347826087,0.1391304347826087,0.0,0.3130434782608696,0.0,0.0,4.666666666666667,0.0,1.0,0.0,0.0,5.333333333333333,10.916666666666666,0.0,0.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.0,0.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,6.333333333333333,0.0,0.0,0.0,1.549168975069252,3.069252077562327,0.05817174515235457,0.8836565096952909,0.0026856761381511803,0.8282548476454293,301.8116343490305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9145302898120418,0.0,0.0,0.08546971018795825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43115124153498824
